# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,SDSS_u,SDSS_g,SDSS_r
7.349999999999999645e+00,1.604117240676619177e-12,1.676832527005312634e-05,1.798940126251077082e-05,1.209529208385056620e+01,1.217035878001420457e+01,1.241605130266061963e+01
7.400000000000000355e+00,1.798620425707189247e-12,2.096487794318717559e-05,2.263701107403074772e-05,1.191671699555420361e+01,1.198156396200127460e+01,1.221635684144315803e+01
7.450000000000000178e+00,2.016539562002209693e-12,2.620650495036193898e-05,2.848376256868079308e-05,1.174111366666892309e+01,1.179608353160560341e+01,1.202089021871432095e+01
7.500000000000000000e+00,2.260650202458828076e-12,3.275259140583586449e-05,3.583839838341584697e-05,1.156817774386142617e+01,1.161342646082987784e+01,1.182902959422371225e+01
7.549999999999999822e+00,2.534045623255680450e-12,4.092675027035234990e-05,4.508888503116821058e-05,1.139762573429327830e+01,1.143321227522319816e+01,1.164044569789933803e+01
7.599999999999999645e+00,2.840170246409976917e-12,5.113327810724257750e-05,5.672263157546584563e-05,1.122911200639499185e+01,1.125486847168991744e+01,1.145444714267528497e+01
7.650000000000000355e+00,3.182855788237992551e-12,6.387651995506295611e-05,7.135182289776945878e-05,1.106232875115347269e+01,1.107787598526306994e+01,1.127038545439674522e+01
7.700000000000000178e+00,3.566360129185196478e-12,7.978513365187615619e-05,8.974514266397423711e-05,1.089702974356782761e+01,1.090183859956456303e+01,1.108779625785615508e+01
7.750000000000000000e+00,3.995408817921966520e-12,9.964237166928227075e-05,1.128674712655832000e-04,1.073302671987568857e+01,1.072647394520671327e+01,1.090635882204293239e+01
7.799999999999999822e+00,4.475239010848772669e-12,1.244238489586085969e-04,1.419295264312696455e-04,1.057021488470456205e+01,1.055168038199774116e+01,1.072588005301372505e+01
7.849999999999999645e+00,5.011645499565328487e-12,1.553441039721410863e-04,1.784498843551623819e-04,1.040856741241703531e+01,1.037752952666728135e+01,1.054626964456454630e+01
7.900000000000000355e+00,5.611028284115375644e-12,1.939141581859549766e-04,2.243323952795933109e-04,1.024808528988493350e+01,1.020411374473142985e+01,1.036752096400410750e+01
7.950000000000000178e+00,6.280440897687333021e-12,2.420130577188668922e-04,2.819627107020121286e-04,1.008878469367188302e+01,1.003153652702322773e+01,1.018972157746010510e+01
8.000000000000000000e+00,7.027638365516883998e-12,3.019773902807525797e-04,3.543284939581306916e-04,9.930652583662812560e+00,9.859774892189363982e+00,1.001281469659739543e+01
8.050000000000000711e+00,7.861123271173939693e-12,3.767097558396513665e-04,4.451689190264346697e-04,9.773692565691192158e+00,9.688797074991441605e+00,9.836743515064981125e+00
8.099999999999999645e+00,8.790187888823755675e-12,4.698121669689202511e-04,5.591603035701354528e-04,9.617930563347016459e+00,9.518602847146979684e+00,9.661511851098083525e+00
8.150000000000000355e+00,9.824949699421179440e-12,5.857475068376199025e-04,7.021462024148391852e-04,9.463410546157597025e+00,9.349226791965421057e+00,9.487186637117176247e+00
8.199999999999999289e+00,1.097637681870177604e-11,7.300275370645970680e-04,8.814220371942685850e-04,9.310179118401357812e+00,9.180699161766355587e+00,9.313811772176649129e+00
8.250000000000000000e+00,1.225629889998466723e-11,9.094602551214928977e-04,1.106086383365379421e-03,9.158296867257995189e+00,9.013075520093352111e+00,9.141461013459512230e+00
8.300000000000000711e+00,1.367739790912802233e-11,1.132462783459842887e-03,1.387473394966977488e-03,9.007833272891346610e+00,8.846399745732583142e+00,8.970163169994776808e+00
8.349999999999999645e+00,1.525317177755047766e-11,1.409459946881690519e-03,1.739683521814161006e-03,8.858865930869441740e+00,8.680721738170888102e+00,8.799948681195616018e+00
8.400000000000000355e+00,1.699786230129529996e-11,1.753314008683513718e-03,2.180232637286174616e-03,8.711488216621646075e+00,8.516107014320574820e+00,8.630842250559759066e+00
8.449999999999999289e+00,1.892633675779111690e-11,2.179852971220405233e-03,2.730842878302411087e-03,8.565801465904414158e+00,8.352639334125740334e+00,8.462853408238352415e+00
8.500000000000000000e+00,2.105391056112571315e-11,2.708486831853663176e-03,3.418401768129133815e-03,8.421904442104825250e+00,8.190418331066616986e+00,8.296002628541771173e+00
8.550000000000000711e+00,2.339609590073852335e-11,3.362937343442761514e-03,4.276119317891363507e-03,8.279903588405439052e+00,8.029580395123034009e+00,8.130365969612398658e+00
8.599999999999999645e+00,2.596825877611524864e-11,4.172318169631098611e-03,5.344915419809806272e-03,8.139909159060813693e+00,7.870294348101779747e+00,7.966042671111871698e+00
8.650000000000000355e+00,2.878516427754347309e-11,5.172069883018141738e-03,6.675071403772959815e-03,8.002043122281435217e+00,7.712759391092752992e+00,7.803166616954150925e+00
8.699999999999999289e+00,3.186038757811055648e-11,6.405196175229916668e-03,8.328179327777672850e-03,7.866450109420071612e+00,7.557192628087939568e+00,7.641891696407284940e+00
8.750000000000000000e+00,3.520556621479718844e-11,7.923680689537082600e-03,1.037941928296586512e-02,7.733307101232135494e+00,7.403835672088632691e+00,7.482381084611965605e+00
8.800000000000000711e+00,3.882946831565280009e-11,9.790033789264948605e-03,1.292018717031549919e-02,7.602818993867209940e+00,7.252971242937931606e+00,7.324848493706447528e+00
8.849999999999999645e+00,4.273685213605242910e-11,1.207919404106444668e-02,1.606108099587337523e-02,7.475203067106711785e+00,7.104911652943755485e+00,7.169548899030850464e+00
8.900000000000000355e+00,4.692709549664072267e-11,1.488042934829908459e-02,1.993523009356303055e-02,7.350689637830740253e+00,6.959985084285733592e+00,7.016736159794902505e+00
8.949999999999999289e+00,5.139258064261016701e-11,1.829923604730241543e-02,2.470191554491766445e-02,7.229535488824645029e+00,6.818531502697162239e+00,6.866654725689052441e+00
9.000000000000000000e+00,5.611683214440872206e-11,2.245908195728771317e-02,3.055037755055281870e-02,7.112032923895682757e+00,6.680907421515655642e+00,6.719598258500703025e+00
9.050000000000000711e+00,6.107242450209341578e-11,2.750384458918610914e-02,3.770363232486528132e-02,6.998515481601117472e+00,6.547492871148421045e+00,6.575886005205362039e+00
9.099999999999999645e+00,6.621870408613498285e-11,3.359924570925030413e-02,4.642202293467997259e-02,6.889362307791188300e+00,6.418656897297793762e+00,6.435770769864717522e+00
9.150000000000000355e+00,7.149940897231701786e-11,4.093292895068281062e-02,5.700610186291196757e-02,6.784999551433543274e+00,6.294671886471149946e+00,6.299205492495708825e+00
9.199999999999999289e+00,7.684032183226714087e-11,4.971254129661099863e-02,6.979828651300619413e-02,6.685941451784664480e+00,6.175931733360648934e+00,6.166423771408304333e+00
9.250000000000000000e+00,8.214715618105313256e-11,6.015807471536266382e-02,8.518254503496272556e-02,6.592886434703558507e+00,6.063388277871027299e+00,6.038868132767554187e+00
9.300000000000000711e+00,8.730395408650183709e-11,7.251086801924015723e-02,1.035811683593408639e-01,6.506538449052733597e+00,5.957822402999070732e+00,5.917583962956946664e+00
9.349999999999999645e+00,9.217236010308660397e-11,8.702427529545796181e-02,1.254474855003187006e-01,6.427643296145944873e+00,5.859943161389239208e+00,5.803382785188048842e+00
9.400000000000000355e+00,9.659222341920528247e-11,1.039526493012961489e-01,1.512532185556494102e-01,6.357020359115381325e+00,5.770466211590132843e+00,5.696977352199247946e+00
9.449999999999999289e+00,1.003840534819871314e-10,1.235377215978753496e-01,1.814691066556039789e-01,6.295586729689581773e+00,5.690180098648951912e+00,5.599119457937661082e+00
9.500000000000000000e+00,1.033538913121760900e-10,1.459894667575371840e-01,2.165375326492786079e-01,6.244381038503647119e+00,5.619989112697162170e+00,5.510657275829771606e+00
9.550000000000000711e+00,1.053011282611950926e-10,1.714618533433595882e-01,2.568362633391616523e-01,6.204552187876615221e+00,5.560871680974706521e+00,5.432479230624551292e+00
9.599999999999999645e+00,1.060296673023357833e-10,2.000271794077527199e-01,3.026331790146439826e-01,6.177355633831631110e+00,5.513896337376586132e+00,5.365564454320185916e+00
9.650000000000000355e+00,1.053625369291475306e-10,2.316439183321013506e-01,3.540331309037854646e-01,6.164162931837850579e+00,5.480236259343307381e+00,5.311012119533216946e+00
9.699999999999999289e+00,1.031595982715456071e-10,2.661237135162656253e-01,4.109198931788742293e-01,6.166424307699372775e+00,5.461079179002680917e+00,5.269884233556602737e+00
9.750000000000000000e+00,9.933731813846569740e-11,3.031040652215983289e-01,4.728985358942732198e-01,6.185821522636828718e+00,5.457789954865312154e+00,5.243336756331153481e+00
9.800000000000000711e+00,9.388874513804361416e-11,3.420255683153671789e-01,5.392462270577502714e-01,6.224256412347251910e+00,5.471964206611417580e+00,5.232818002811320923e+00
9.849999999999999645e+00,8.690092475684824522e-11,3.821274139969260686e-01,6.088820112009577512e-01,6.283834902477593687e+00,5.505490958584587702e+00,5.240267605893343728e+00
9.900000000000000355e+00,7.856621737353931993e-11,4.224668113393539870e-01,6.803677388484211663e-01,6.366792878268235256e+00,5.560084629572862980e+00,5.267105402865773556e+00
9.949999999999999289e+00,6.918363171684935878e-11,4.619522494402258928e-01,7.519519951362324539e-01,6.475539963725886139e+00,5.637410289364666482e+00,5.314541775132745727e+00
1.000000000000000000e+01,5.914670592888981176e-11,4.994101749958153591e-01,8.216654672369442247e-01,6.612633761839511237e+00,5.739008209562300067e+00,5.383517588804991760e+00
1.005000000000000071e+01,4.891597438331636173e-11,5.336808288080643337e-01,8.874688700112906004e-01,6.780712065275764644e+00,5.866203200533554707e+00,5.474705540174007012e+00
1.009999999999999964e+01,3.897677198467987358e-11,5.637354174055301259e-01,9.474433717226610208e-01,6.982368205276344497e+00,6.019851869355576923e+00,5.588244849357863586e+00
1.015000000000000036e+01,2.978678387875217551e-11,5.887956681216396371e-01,1.000000000000000000e+00,7.219978756226041128e+00,6.200090368177718858e+00,5.723556350220128763e+00
