# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,sdss_g,sdss_r
9.449999999999999289e+00,6.421685781538151499e-11,7.111741399372030481e-02,1.039668368034419171e-01,6.218516747752957485e+00,6.141011167768439805e+00
9.500000000000000000e+00,6.859826173398422669e-11,8.596900391460118862e-02,1.268209787980929260e-01,6.113095967763754857e+00,6.019655624040737507e+00
9.550000000000000711e+00,7.284064654274919713e-11,1.035302548811462969e-01,1.541304720148496676e-01,6.014513581045264345e+00,5.904703812788511641e+00
9.599999999999999645e+00,7.682692208024679607e-11,1.241607190649817449e-01,1.865569689270096532e-01,5.923390372050228336e+00,5.796750884331160592e+00
9.650000000000000355e+00,8.042213854341321292e-11,1.482198408016875968e-01,2.247854854366702904e-01,5.840422276465126572e+00,5.696484180983809154e+00
9.699999999999999289e+00,8.347576940540006718e-11,1.760465801852400258e-01,2.694948242288413565e-01,5.766326486003073626e+00,5.604580809592121682e+00
9.750000000000000000e+00,8.582605825808381653e-11,2.079338859769785663e-01,3.213161911061860332e-01,5.701961116018253506e+00,5.521811823331937319e+00
9.800000000000000711e+00,8.730686002325021518e-11,2.440947689044883906e-01,3.807788330318419567e-01,5.648364110139894478e+00,5.449176880791512190e+00
9.849999999999999645e+00,8.775727884512474003e-11,2.846240137807363735e-01,4.482427262030735382e-01,5.606795878777234066e+00,5.388027393936766885e+00
9.900000000000000355e+00,8.703414934729947654e-11,3.294572584549571581e-01,5.238202821776194451e-01,5.578495335798926646e+00,5.339492924891160897e+00
9.949999999999999289e+00,8.502699655986298085e-11,3.783230069653996663e-01,6.072918026501977762e-01,5.564791637226591092e+00,5.304711520768329081e+00
1.000000000000000000e+01,8.167453503756572392e-11,4.307002163114598825e-01,6.980229219669829011e-01,5.567118006975519506e+00,5.284857796960437781e+00
1.005000000000000071e+01,7.698106185821496917e-11,4.857878818473558291e-01,7.948961822681472889e-01,5.587030097374196203e+00,5.281200784864424236e+00
1.009999999999999964e+01,7.103035554181880178e-11,5.424961700732219283e-01,8.962724571673651441e-01,5.626173641990270369e+00,5.295045816115660386e+00
1.015000000000000036e+01,6.399408640203298734e-11,5.994675006106764403e-01,1.000000000000000000e+00,5.686274466282867479e+00,5.327718241578580205e+00
