# log_age,instantaneous_sfr,integrated_stellar_mass,integrated_formed_mass,SDSS_u,SDSS_g,SDSS_r
6.099999999999999645e+00,5.595270772830440044e-13,3.511682903169667481e-07,3.522999810830497098e-07,1.630688397063224215e+01,1.665024993434221301e+01,1.714911724833512352e+01
6.150000000000000355e+00,6.277354179171780499e-13,4.419423849772571866e-07,4.434891220479398951e-07,1.604943692321141668e+01,1.639295919231047094e+01,1.689178921079123796e+01
6.200000000000000178e+00,7.042497977193723145e-13,5.561560539480585678e-07,5.582769621083441808e-07,1.579023652138103984e+01,1.613396226551198254e+01,1.663277263931334460e+01
6.250000000000000000e+00,7.900794026016475729e-13,6.998491767738429864e-07,7.027686549248752488e-07,1.552885728959878975e+01,1.587283072890176072e+01,1.637161862636185816e+01
6.299999999999999822e+00,8.863554448227674939e-13,8.806085243248223003e-07,8.846480104073663658e-07,1.526449648511039925e+01,1.560874209507103672e+01,1.610744978314772879e+01
6.349999999999999645e+00,9.943457648975552137e-13,1.107958840535594395e-06,1.113585374104249542e-06,1.499553920587302258e+01,1.534002601114461584e+01,1.583850061608556814e+01
6.400000000000000355e+00,1.115471141006792365e-12,1.393846494165892241e-06,1.401750755804485266e-06,1.472062192272012027e+01,1.506522722942003156e+01,1.556315606814158770e+01
6.450000000000000178e+00,1.251323495146124728e-12,1.753242932099646746e-06,1.764459310872494755e-06,1.443939606510822671e+01,1.478387639677810483e+01,1.528076685140791113e+01
6.500000000000000000e+00,1.403686203438508903e-12,2.204910166907184233e-06,2.220983235209373689e-06,1.415022191858369638e+01,1.449391794941294620e+01,1.498912502167146954e+01
6.549999999999999822e+00,1.574556737187540442e-12,2.772342216650186249e-06,2.795572864768246388e-06,1.385606975126594875e+01,1.419688835900731050e+01,1.468939483272534829e+01
6.599999999999999645e+00,1.766171881169806709e-12,3.484895334606053019e-06,3.518740731744156057e-06,1.356280663520252006e+01,1.389603893484429165e+01,1.438368788659995801e+01
6.650000000000000355e+00,1.981035796050597294e-12,4.379065510919116895e-06,4.428876072756374676e-06,1.327228894004827708e+01,1.359320467154041268e+01,1.407468818089990492e+01
6.700000000000000178e+00,2.221951212221400210e-12,5.500941079346846194e-06,5.574274522470249661e-06,1.298950608202452628e+01,1.329500494887794559e+01,1.376945487586459649e+01
6.750000000000000000e+00,2.492054062186644346e-12,6.908330219684470412e-06,7.015689317053659235e-06,1.271737487140744349e+01,1.300749807228913113e+01,1.347416956099620933e+01
6.799999999999999822e+00,2.794851877031517035e-12,8.672807625688125566e-06,8.829537388459657264e-06,1.245457461349482742e+01,1.272688236624394165e+01,1.318249658372992883e+01
6.849999999999999645e+00,3.134266288354300272e-12,1.088336194304463988e-05,1.111192757957082869e-05,1.220035672154240558e+01,1.245058723775241560e+01,1.289076310527572389e+01
6.900000000000000355e+00,3.514679988847768546e-12,1.365115047537177872e-05,1.398372055711872901e-05,1.195560452822475384e+01,1.217919394228222529e+01,1.259918389884089862e+01
6.950000000000000178e+00,3.940988510501339084e-12,1.711475718235840073e-05,1.759688291343163802e-05,1.172171501089697898e+01,1.191891521174004964e+01,1.231344249813915326e+01
7.000000000000000000e+00,4.418657176617746831e-12,2.144698275125704869e-05,2.214246401012644663e-05,1.149846929045240529e+01,1.167353157997723656e+01,1.204204637568841463e+01
7.049999999999999822e+00,4.953783569206841757e-12,2.686346373016023904e-05,2.786060651442698701e-05,1.128420170947687495e+01,1.144063181609723046e+01,1.178486994152943623e+01
7.099999999999999645e+00,5.553165822630391560e-12,3.363309629717477797e-05,3.505310421068891106e-05,1.107741639367195319e+01,1.121725073811185780e+01,1.153953284167869242e+01
7.150000000000000355e+00,6.224377002281740222e-12,4.209094461927746409e-05,4.409914834712247450e-05,1.087707672428065564e+01,1.100158145742058480e+01,1.130455199530162247e+01
7.200000000000000178e+00,6.975845746848023407e-12,5.265482962960398960e-05,5.547506235514033820e-05,1.068242239390684745e+01,1.079281794255686577e+01,1.107888258978038465e+01
7.250000000000000000e+00,7.816943235857831876e-12,6.584580748610440707e-05,6.977902138649070651e-05,1.049284785370966944e+01,1.059029952071036007e+01,1.086130064645649185e+01
7.299999999999999822e+00,8.758076380211088524e-12,8.231284453747218950e-05,8.776199638379854990e-05,1.030784570667366040e+01,1.039347730605462772e+01,1.065094346671520498e+01
7.349999999999999645e+00,9.810786909149816209e-12,1.028645123038264867e-04,1.103664627001440347e-04,1.012685412329543766e+01,1.020161878272168110e+01,1.044699623368566677e+01
7.400000000000000355e+00,1.098785572657258621e-11,1.285084364688163813e-04,1.387747830044829033e-04,9.949364410133355818e+00,1.001388511269853865e+01,1.024834195364682898e+01
7.450000000000000178e+00,1.230341151307722186e-11,1.604984596120429983e-04,1.744696279918605121e-04,9.774982902928847750e+00,9.829597967016830751e+00,1.005404669277233154e+01
7.500000000000000000e+00,1.377304203383850765e-11,2.003936558088301103e-04,2.193093534014833130e-04,9.603421868708139186e+00,9.648281408491200750e+00,9.863503453081136740e+00
7.549999999999999822e+00,1.541390594783168111e-11,2.501327828827863459e-04,2.756219277816731933e-04,9.434416235009358331e+00,9.469572253969204212e+00,9.676401513856497161e+00
7.599999999999999645e+00,1.724484206710659451e-11,3.121291872917463135e-04,3.463218247288378147e-04,9.267639861326038897e+00,9.292914544532912657e+00,9.492065656568392740e+00
7.650000000000000355e+00,1.928647194609929353e-11,3.893810250987577120e-04,4.350552806821881050e-04,9.102806744604549749e+00,9.117807557967431364e+00,9.309865094232549154e+00
7.700000000000000178e+00,2.156129034458747726e-11,4.856080648569177454e-04,5.463805012490539383e-04,8.939695427519588122e+00,8.943876408520921473e+00,9.129356685346451172e+00
7.750000000000000000e+00,2.409373645221628934e-11,6.054205423466879187e-04,6.859908022946039447e-04,8.778145832720753106e+00,8.770863580150965788e+00,8.950244721834437200e+00
7.799999999999999822e+00,2.691023673083590541e-11,7.545271527752340406e-04,8.609903217516248633e-04,8.618085852716717454e+00,8.598697856364395875e+00,8.772365540384299720e+00
7.849999999999999645e+00,3.003920776330806652e-11,9.399875153932595213e-04,1.080233854057844082e-03,8.459526593837864539e+00,8.427487997709064871e+00,8.595663145405296746e+00
7.900000000000000355e+00,3.351100453426920487e-11,1.170518965556175761e-03,1.354744550352751827e-03,8.302511987247214620e+00,8.257368250241221119e+00,8.420170739877242738e+00
7.950000000000000178e+00,3.735779605580262025e-11,1.456870912529492808e-03,1.698225684384110402e-03,8.147106566924350091e+00,8.088489183983085695e+00,8.246022497317817113e+00
8.000000000000000000e+00,4.161334615006105626e-11,1.812284250710764809e-03,2.127685366464413322e-03,7.993350430630130177e+00,7.920876710809373833e+00,8.073209369959407411e+00
8.050000000000000711e+00,4.631267250064692737e-11,2.253032111133265649e-03,2.664195909104557971e-03,7.841307115311224152e+00,7.754553292104560569e+00,7.901727641371508071e+00
8.099999999999999645e+00,5.149155182137664002e-11,2.799065608146047730e-03,3.333812352384646436e-03,7.691070378909024896e+00,7.589580239564021724e+00,7.731642329992951090e+00
8.150000000000000355e+00,5.718583327565149315e-11,3.474765875263472262e-03,4.168677189641424932e-03,7.542760841150993656e+00,7.426062144606554227e+00,7.563091083244451340e+00
8.199999999999999289e+00,6.343051633408146823e-11,4.309769411184905322e-03,5.208340200715859403e-03,7.396510983125750727e+00,7.264107102376144098e+00,7.396195622369937439e+00
8.250000000000000000e+00,7.025854346475863000e-11,5.340036684695723124e-03,6.501322917679392029e-03,7.252478248814298922e+00,7.103858785082351801e+00,7.231118055456832394e+00
8.300000000000000711e+00,7.769925301574475193e-11,6.609157223174337570e-03,8.106955782315397249e-03,7.110841013742856376e+00,6.945458514211054535e+00,7.067982981935074349e+00
8.349999999999999645e+00,8.577643428112447505e-11,8.169954271815792202e-03,1.009751134788408264e-02,6.971799229794861219e+00,6.789065054482250616e+00,6.906927515128707284e+00
8.400000000000000355e+00,9.450592634326024959e-11,1.008597477366640800e-02,1.256064736935768797e-02,6.835584322760183795e+00,6.634866149987999506e+00,6.748094276617550236e+00
8.449999999999999289e+00,1.038927066548356845e-10,1.243318147202973276e-02,1.560215727650716630e-02,6.702452568509613684e+00,6.483082916143537489e+00,6.591622035855877471e+00
8.500000000000000000e+00,1.139274268637144287e-10,1.530164962059375050e-02,1.934899975627810131e-02,6.572675363332493248e+00,6.333969046082643217e+00,6.437675051170664631e+00
8.550000000000000711e+00,1.245823751688036059e-10,1.879726511445144188e-02,2.395254086240918706e-02,6.446552348658357801e+00,6.187835944820477607e+00,6.286493870133909923e+00
8.599999999999999645e+00,1.358068803046978749e-10,2.304464918727543166e-02,2.959188763909568337e-02,6.324409065863086710e+00,6.045050674420949122e+00,6.138361820052317341e+00
8.650000000000000355e+00,1.475222264772508537e-10,2.818798738023964301e-02,3.647711789965712992e-02,6.206608075895395871e+00,5.906036643252441820e+00,5.993620265219867349e+00
8.699999999999999289e+00,1.596162259297317756e-10,3.439222577691127686e-02,4.485211304923811954e-02,6.093564235407853857e+00,5.771262366059403348e+00,5.852654242926433881e+00
8.750000000000000000e+00,1.719377007653398079e-10,4.184349138117619826e-02,5.499657738893590220e-02,5.985759467019676094e+00,5.641252302268597418e+00,5.715882138757628184e+00
8.800000000000000711e+00,1.842912613393715406e-10,5.074802000887884690e-02,6.722667852347899431e-02,5.883741253666300963e+00,5.516610383809045004e+00,5.583806975061492039e+00
8.849999999999999645e+00,1.964329351653102699e-10,6.133050715554585336e-02,8.189357439670559569e-02,5.788106892325039610e+00,5.398010532814417672e+00,5.457008783191966472e+00
8.900000000000000355e+00,2.080673927040839159e-10,7.382924066548503250e-02,9.937891581971733390e-02,5.699506694804512108e+00,5.286183531102622624e+00,5.336094479841023031e+00
8.949999999999999289e+00,2.188477209112637040e-10,8.848771323615461926e-02,1.200862531262152089e-01,5.618663658746484657e+00,5.181914637373111532e+00,5.221687098707683106e+00
9.000000000000000000e+00,2.283788858396205947e-10,1.055417549943432759e-01,1.444271710693524058e-01,5.546388403541101297e+00,5.086051882954116365e+00,5.114501698594480672e+00
9.050000000000000711e+00,2.362261592779465224e-10,1.252075331210795173e-01,1.728009853975573662e-01,5.483590141156327036e+00,4.999516871817739627e+00,5.015314041256530686e+00
9.099999999999999645e+00,2.419297991284504010e-10,1.476606288654206123e-01,2.055670361702241489e-01,5.431285656645101767e+00,4.923253102598067699e+00,4.924821660691655723e+00
9.150000000000000355e+00,2.450270870753670732e-10,1.730063896868563877e-01,2.430091023062841971e-01,5.390602888103465773e+00,4.858084773939339129e+00,4.843270179814652465e+00
9.199999999999999289e+00,2.450823443218560323e-10,2.012410644691161876e-01,2.852923398924731013e-01,5.362851755114775187e+00,4.805046108309063868e+00,4.771323517170216633e+00
9.250000000000000000e+00,2.417246728440753910e-10,2.321898234811641815e-01,3.324144947705494624e-01,5.349703612454440815e+00,4.766130562654645075e+00,4.711626702181199278e+00
9.300000000000000711e+00,2.346918430930576156e-10,2.655592522407455025e-01,3.841549782402791102e-01,5.352885104079184941e+00,4.743087159649370221e+00,4.666210057500968844e+00
9.349999999999999645e+00,2.238769834321054809e-10,3.008923580940629505e-01,4.400276237111785393e-01,5.374230775121176862e+00,4.737554803176166729e+00,4.636714225754545282e+00
9.400000000000000355e+00,2.093726710656084705e-10,3.375480289126712719e-01,4.992452726139127717e-01,5.415725518924098481e+00,4.751151442243404688e+00,4.624545609302202820e+00
9.449999999999999289e+00,1.915050222378355468e-10,3.747062033660106817e-01,5.607062311213963923e-01,5.479535466166076674e+00,4.785560227258031318e+00,4.631082046863994606e+00
9.500000000000000000e+00,1.708490018199295167e-10,4.113906054717929583e-01,6.230132943516585309e-01,5.568036539739793511e+00,4.842569361066111355e+00,4.657725711672540569e+00
9.550000000000000711e+00,1.482161828096296100e-10,4.465185777931868771e-01,6.845344778057231849e-01,5.683726949021369990e+00,4.923873886914222453e+00,4.705668897138714613e+00
9.599999999999999645e+00,1.246083911136680628e-10,4.789959403060405352e-01,7.435099277470286205e-01,5.829104298023587205e+00,5.030972860829386661e+00,4.775895338429890558e+00
9.650000000000000355e+00,1.011356204137664481e-10,5.078123078046355987e-01,7.982013108087124831e-01,6.006494734619536757e+00,5.164988910228863972e+00,4.869090849293250756e+00
9.699999999999999289e+00,7.890416677586533349e-11,5.321495485487892640e-01,8.470689779502031946e-01,6.217543260594119658e+00,5.325983852725123313e+00,4.984854463968773075e+00
9.750000000000000000e+00,5.888988523788439511e-11,5.514963516839269664e-01,8.889505642760340276e-01,6.463534256022278157e+00,5.513252288633935905e+00,5.121916806752672358e+00
9.800000000000000711e+00,4.181932169559595162e-11,5.657091686747182102e-01,9.232061998140801418e-01,6.744827281925651619e+00,5.725317054840374453e+00,5.278977419718735575e+00
9.849999999999999645e+00,2.808488307931194424e-11,5.750452526236081718e-01,9.497947041971414039e-01,7.059973934227407710e+00,5.960058531903356993e+00,5.455676264455242119e+00
9.900000000000000355e+00,1.771616882004027246e-11,5.801333530029432195e-01,9.692554893342527622e-01,7.403859326028054966e+00,6.211001122221659898e+00,5.646510032418554204e+00
9.949999999999999289e+00,1.041717216152780607e-11,5.818163392744968299e-01,9.825923763590911353e-01,7.767036356803799890e+00,6.468561971949185363e+00,5.843514903779599479e+00
1.000000000000000000e+01,5.660946603795971496e-12,5.810079690595435498e-01,9.910828600763816887e-01,8.135315912355714829e+00,6.721057701353799985e+00,6.037414430149809164e+00
1.005000000000000071e+01,2.815849565016573535e-12,5.785632545013785766e-01,9.960595521929502816e-01,8.491332525746756232e+00,6.957780406969767739e+00,6.220760782868069327e+00
1.009999999999999964e+01,1.268303549932608395e-12,5.751898109982972462e-01,9.987188615460503849e-01,8.819127521334763742e+00,7.171619115381325571e+00,6.388954130966872924e+00
1.015000000000000036e+01,5.110583993747433744e-13,5.714008080779239274e-01,1.000000000000000000e+00,9.110718816055495495e+00,7.361579920882022066e+00,6.541533378116120900e+00
