objID,specobjID,z,zErr,petroMag_u,petroMagErr_u,extinction_u,petroMag_g,petroMagErr_g,extinction_g,petroMag_r,petroMagErr_r,extinction_r,petroMag_i,petroMagErr_i,extinction_i,petroMag_z,petroMagErr_z,extinction_z
587730845812064684,276352159858032640,0.165085,0,21.034536,0.545784,0.556124,18.816448,0.035066,0.409191,17.520975,0.015088,0.296779,16.988565,0.014665,0.225039,16.662123,0.037173,0.159555
587730845812064821,276352159912558592,0.125693,0,20.095562,0.317116,0.571477,18.560295,0.041545,0.420487,17.882191,0.021797,0.304972,17.53858,0.168508,0.231251,17.578926,0.11463,0.16396
587730845812065133,276352160076136448,0.148774,0,21.40172,0.798369,0.528399,19.105864,0.048628,0.388791,17.977161,0.023508,0.281983,17.541346,0.027349,0.21382,17.144922,0.06117,0.151601
587730845812065247,276352160067747840,0.096304,0,19.393547,0.191778,0.552954,18.174877,0.030587,0.406858,17.494215,0.01781,0.295087,17.206738,0.026099,0.223756,17.160145,0.09074,0.158646
587730845812195591,276352159908364288,0.253383,0,21.733114,1.321716,0.558187,19.550076,0.088288,0.410709,17.805239,0.024438,0.29788,17.21986,0.030394,0.225874,16.909082,0.062318,0.160147
587730845812196092,276352159879004160,0.096063,0,18.007383,0.065983,0.571669,16.755947,0.010839,0.420628,16.113245,0.007809674,0.305075,15.771023,0.008869752,0.231329,15.569551,0.026452,0.164015
587730845812196825,276352159690260480,0.031145,0,18.81353,0.134167,0.476144,17.911488,0.03093,0.350343,17.315346,0.020673,0.254098,17.049074,0.025896,0.192675,16.89497,0.082973,0.136609
587730845812524122,276352159233081344,0.129105,0,20.521202,0.404985,0.337381,18.423767,0.028935,0.248242,17.365891,0.014109,0.180046,16.920332,0.015092,0.136523,16.619858,0.042054,0.096797
587730845812654984,276352159019171840,0.14292,0,19.429661,0.175926,0.325547,18.372587,0.031887,0.239535,17.516071,0.017835,0.173731,17.137243,0.02054,0.131735,16.809277,0.05631,0.093401
587730845812655541,276352159090475008,0.136413,0,19.487154,0.198784,0.319552,18.368221,0.035387,0.235123,17.547018,0.028939,0.170531,17.176643,0.04262,0.129308,16.838667,0.072694,0.091681
587730845812720365,276633768167473152,0.136485,0,20.624893,0.295023,0.315271,18.481869,0.021668,0.231973,17.436569,0.012135,0.168246,16.993761,0.011354,0.127576,16.647863,0.028193,0.090453
587730845812720699,276633768163278848,0.190156,0,19.031645,0.090071,0.338358,18.013227,0.017733,0.24896,17.48572,0.011652,0.180567,17.257717,0.01856,0.136918,17.090637,0.056696,0.097077
587730845812785849,276633768205221888,0.172301,0,19.621399,0.133255,0.324124,18.585146,0.025205,0.238487,17.837389,0.016174,0.172971,17.496729,0.021884,0.131159,17.258965,0.056194,0.092993
587730845812851385,276633767982923776,0.136558,0,20.249302,0.293943,0.324585,18.373911,0.026562,0.238827,17.348232,0.019488,0.173217,16.959051,0.015296,0.131345,16.547417,0.035853,0.093125
587730845812916991,276633768054226944,0.056436,0,19.689226,0.201752,0.369637,18.318184,0.029959,0.271976,17.642666,0.01806,0.19726,17.363531,0.030004,0.149576,17.162199,0.072647,0.106051
587730845812982508,276633767999700992,0.056414,0,19.217127,0.218243,0.375847,18.147135,0.041413,0.276545,17.839695,0.024896,0.200573,18.048771,0.074661,0.152089,17.801104,0.216866,0.107833
587730845812982517,276633768037449728,0.105519,0,19.385469,0.251862,0.366557,17.447962,0.020762,0.269709,16.459311,0.007577265,0.195615,16.044249,0.011679,0.148329,15.668018,0.030257,0.105167
587730845812983044,276633767831928832,0.197955,0,20.124895,0.318663,0.384251,18.657179,0.0402,0.282728,17.929171,0.017217,0.205058,17.560549,0.029672,0.155489,17.421383,0.095695,0.110244
587730845813048083,276633767869677568,0.10492,0,19.724268,0.182107,0.400036,18.640312,0.041744,0.294342,17.677938,0.029854,0.213482,17.341639,0.067805,0.161877,17.008181,0.075003,0.114773
587730845813048179,276633767840317440,0.230761,0,22.014734,1.163954,0.342059,19.156683,0.047448,0.251684,17.754812,0.035855,0.182542,17.290916,0.042918,0.138416,16.862225,0.043065,0.098139
587730845813113564,276633767714488320,0.057168,0,18.575212,0.082694,0.383209,17.250744,0.016052,0.281962,16.618374,0.012655,0.204502,16.241791,0.010342,0.155068,15.984741,0.028731,0.109945
587730845813113722,276633767668350976,0.126885,0,20.219248,0.307903,0.369643,18.551687,0.031658,0.27198,17.742603,0.01481,0.197262,17.343216,0.020998,0.149578,16.909796,0.051155,0.106053
587730845813178803,276633767332806656,0.054358,0,19.791637,0.149914,0.395888,18.336914,0.025877,0.29129,17.437738,0.018857,0.211268,17.053885,0.015166,0.160198,16.684671,0.031703,0.113582
587730845813243927,276633767362166784,0.056272,0,18.052626,0.058422,0.363995,16.51581,0.012807,0.267824,15.772843,0.01432,0.194248,15.388378,0.012239,0.147293,15.124823,0.014583,0.104432
587730845813243962,276633767307640832,0.151743,0,20.830423,0.325096,0.379241,18.880091,0.034827,0.279042,17.723843,0.01949,0.202384,17.255581,0.017894,0.153462,16.885759,0.033704,0.108806
587730845813244044,276633767378944000,0.164765,0,20.186821,0.293198,0.354898,18.618303,0.036597,0.261131,17.566242,0.018801,0.189394,17.059605,0.017758,0.143612,16.846386,0.053601,0.101822
587730845813244233,276633767311835136,0.136158,0,20.363047,0.182538,0.382149,18.862228,0.521455,0.281181,17.917671,0.489151,0.203936,17.506943,0.242269,0.154639,17.123718,0.210451,0.109641
587730845813244354,276633767320223744,0.056409,0,17.615152,0.053554,0.364735,15.938505,0.016338,0.268369,15.094536,0.015443,0.194643,14.662742,0.013263,0.147592,14.32556,0.016061,0.104645
587730845813244869,276633767328612352,0.17429,0,20.442217,0.456017,0.375201,18.290257,0.031595,0.276069,17.041983,0.015667,0.200228,16.537666,0.016916,0.151827,16.150778,0.034456,0.107647
587730845813244944,276633767194394624,0.129759,0,20.091644,0.397991,0.373272,18.145481,0.0388,0.27465,17.274078,0.019381,0.199199,16.950243,0.028621,0.151047,16.851543,0.07963,0.107094
587730845813245058,276633767177617408,0.058048,0,19.742561,0.160333,0.37156,17.77528,0.014065,0.27339,16.800621,0.00909881,0.198285,16.349257,0.009108654,0.150354,16.032427,0.020486,0.106603
587730845813245310,276633767206977536,0.150493,0,20.277922,0.359222,0.381272,18.837168,0.048119,0.280536,17.811304,0.024706,0.203468,17.375225,0.025964,0.154284,17.066895,0.075662,0.109389
587730845813310167,276633767211171840,0.129803,0,19.367907,0.145769,0.391448,18.042273,0.021051,0.288024,17.397943,0.011178,0.208899,17.048361,0.017486,0.158402,16.824907,0.051439,0.112309
587730845813310172,276633767165034496,0.200061,0,20.313917,0.360869,0.392433,18.383039,0.0295,0.288749,17.465845,0.016288,0.209425,17.005121,0.016841,0.1588,16.642086,0.044398,0.112591
587730845813310225,276633767160840192,0.055225,0,19.143917,0.253928,0.397103,17.538141,0.030273,0.292185,16.977667,0.020285,0.211917,16.893744,0.032862,0.16069,16.682341,0.09354,0.113931
587730845813310436,276633767219560448,0.054522,0,19.777746,0.385554,0.415129,17.936472,0.08378,0.305448,17.374798,0.086707,0.221536,17.181896,0.126469,0.167984,17.06233,0.156638,0.119103
587730845813310771,276633767173423104,0.219764,0,21.000746,0.738765,0.419245,19.211712,0.068733,0.308477,17.746202,0.023945,0.223733,17.286585,0.02492,0.16965,16.780161,0.057918,0.120284
587730845813375369,276633767001456640,0.137619,0,20.914433,0.42819,0.39093,19.029766,0.037084,0.287643,17.831785,0.016748,0.208623,17.363043,0.017078,0.158192,17.089039,0.047226,0.11216
587730845813375884,276633767215366144,0.225981,0,23.276943,4.022299,0.395053,19.036488,0.043463,0.290676,17.625336,0.019674,0.210823,17.052776,0.01968,0.15986,16.739414,0.040032,0.113343
587730845813376023,276633767047593984,0.073014,0,18.553596,0.082064,0.365956,17.42799,0.016514,0.269267,16.976238,0.01352,0.195295,16.688879,0.016438,0.148086,16.522593,0.045055,0.104995
587730845813440638,276633766997262336,0.084209,0,19.700476,0.196396,0.35756,17.913712,0.241589,0.263089,16.892042,0.182172,0.190814,16.498077,0.154587,0.144689,16.105297,0.102738,0.102586
587730845813441147,276915144292827136,0.09676,0,24.027689,8.659244,0.373205,18.518444,0.035157,0.274601,17.460917,0.011464,0.199163,17.178905,0.020952,0.15102,16.844021,0.056859,0.107075
587730845813506472,276915144120860672,0.14825,0,19.739088,0.211379,0.391229,18.734066,0.03867,0.287862,17.868601,0.022323,0.208782,17.429039,0.024425,0.158313,17.135927,0.067757,0.112246
587730845813507215,276915144280244224,0.221447,0,20.48872,0.372873,0.378169,19.482903,0.071558,0.278253,18.014286,0.027035,0.201812,17.471535,0.026241,0.153028,17.111193,0.063542,0.108499
587730845813507273,276915144125054976,0.129328,0,19.826378,0.23171,0.384658,18.542999,0.038912,0.283028,17.832638,0.021437,0.205275,17.563753,0.037033,0.155654,17.372311,0.095293,0.110361
587730845813572374,276915144104083456,0.198606,0,21.403687,0.824674,0.472837,19.2617,0.057716,0.347909,17.847536,0.020091,0.252333,17.301199,0.019203,0.191336,16.879213,0.048062,0.13566
587730845813572520,276915144129249280,0.218379,0,20.874506,0.551737,0.438701,19.412447,0.070004,0.322792,18.017477,0.025754,0.234116,17.519344,0.025365,0.177523,17.087761,0.062455,0.125866
587730845813637771,276915144112472064,0.055452,0,19.498602,0.156468,0.459027,18.171747,0.022717,0.337748,17.582455,0.016809,0.244963,17.279491,0.020563,0.185748,17.06208,0.061873,0.131698
587730845813637913,276915143944699904,0.198006,0,21.037621,0.584388,0.50061,19.111444,0.050057,0.368344,17.768467,0.024926,0.267154,17.253061,0.022199,0.202575,16.883589,0.047263,0.143628
587730845813637918,276915143940505600,0.12076,0,19.876081,0.268986,0.462446,18.413219,0.034704,0.340264,17.40332,0.01623,0.246788,16.937271,0.017961,0.187132,16.548056,0.046805,0.132679
587730845813638078,276915143927922688,0.056271,0,20.203737,0.178853,0.467561,18.667919,0.022196,0.344027,17.838095,0.013464,0.249517,17.443426,0.014714,0.189201,17.102388,0.040235,0.134146
587730845813703062,276915143932116992,0.109652,0,20.151873,0.195148,0.482051,18.386757,0.026283,0.354688,17.420755,0.01935,0.25725,16.988661,0.023064,0.195065,16.592163,0.033156,0.138303
587730845813703203,276915143999225856,0.146127,0,21.833467,1.00237,0.487501,18.54051,0.028263,0.358699,17.380322,0.018426,0.260158,16.935467,0.016628,0.19727,16.495419,0.034278,0.139867
587730845813768802,276915143651098624,0.05555,0,18.919741,0.125862,0.508189,17.552374,0.018606,0.373921,17.013102,0.012343,0.271199,16.669188,0.015751,0.205642,16.64196,0.05888,0.145803
587730845813834294,276915143420411904,0.030686,0,19.119181,0.082934,0.529338,17.864605,0.01314,0.389482,17.209341,0.00958869,0.282485,16.876207,0.011693,0.2142,16.673231,0.033006,0.15187
587730845813834722,276915143453966336,0.198738,0,20.635654,0.497826,0.555672,19.176397,0.104465,0.408858,17.741928,0.054724,0.296538,17.350317,0.073764,0.224856,16.87612,0.074355,0.159426
587730845813899793,276915143298777088,0.047479,0,19.414364,0.136257,0.678456,17.347284,0.013236,0.499201,16.310312,0.009525132,0.362062,15.806002,0.008789913,0.274541,15.41127,0.014331,0.194653
587730845813899851,276915143248445440,0.201673,0,19.972048,0.274416,0.62562,18.757008,0.043539,0.460325,17.905666,0.017759,0.333866,17.44199,0.02672,0.253161,17.173079,0.07771,0.179494
587730845813900129,276915143416217600,0.298802,0,19.867666,0.557525,0.663425,19.620794,0.190122,0.488142,18.188509,0.139275,0.354041,17.815994,0.084176,0.268459,17.582214,0.26587,0.19034
587730845813965324,276915143261028352,0.173501,0,19.630497,0.088965,0.637929,18.717613,0.020463,0.469382,18.187494,0.017414,0.340435,17.839298,0.019253,0.258142,17.826689,0.062348,0.183026
587730845814030840,276915143256834048,0.012416,0,20.108387,0.163742,0.611944,18.405897,0.020757,0.450262,17.853863,0.013719,0.326568,17.615957,0.017515,0.247627,17.465298,0.055007,0.17557
587730845814096593,276915143080673280,0.085071,0,19.828835,0.169759,0.479815,18.040682,0.017062,0.353043,17.034243,0.010558,0.256056,16.607641,0.010477,0.19416,16.24296,0.024587,0.137662
587730845814096624,276915143143587840,0.117274,0,19.765055,0.152549,0.485585,18.714268,0.02837,0.357289,17.942574,0.017423,0.259136,17.587978,0.020814,0.196495,17.369682,0.063212,0.139317
587730845814096731,276915143089061888,0.055712,0,19.457167,0.113127,0.490874,18.527861,0.023374,0.361181,17.805889,0.015429,0.261958,17.410124,0.017413,0.198635,17.220703,0.054161,0.140835
587730845814227195,277196614794215424,0.117645,0,19.859777,0.217883,0.478213,17.916439,0.026573,0.351864,16.904114,0.018115,0.255201,16.439825,0.015561,0.193512,16.172514,0.028755,0.137202
587730845814293291,277196614601277440,0.098287,0,20.40498,0.290194,0.479976,18.629864,0.028002,0.353162,17.703236,0.013994,0.256142,17.294325,0.017155,0.194225,16.97016,0.047713,0.137708
587730845814358873,277196614639026176,0.095074,0,19.932032,0.166458,0.433791,18.918821,0.032709,0.319179,17.969507,0.018197,0.231495,17.475391,0.018038,0.175536,17.174318,0.051384,0.124457
587730845814489843,277196614299287552,0.067941,0,17.839849,0.072964,0.453979,16.392998,0.009777622,0.334033,15.721112,0.006103262,0.242269,15.3375,0.008106442,0.183705,15.199906,0.025426,0.130249
587730845814489865,277196614295093248,0.140045,0,19.333521,0.219351,0.448292,17.497877,0.02231,0.329849,16.54561,0.014757,0.239234,16.119953,0.013279,0.181404,15.840146,0.037579,0.128618
587730845814490181,277196614290898944,0.198936,0,19.654819,0.188411,0.444048,18.584169,0.034677,0.326727,17.667488,0.019698,0.236969,17.226164,0.02145,0.179687,16.907598,0.057943,0.1274
587730845814554853,277196614303481856,0.051249,0,18.222198,0.037767,0.442456,17.185688,0.00757527,0.325555,16.717403,0.00628832,0.236119,16.406624,0.007467608,0.179042,16.241045,0.023462,0.126943
587730845814554866,277196614345424896,0.140117,0,20.675846,0.304721,0.435356,18.771591,0.026647,0.320331,17.599331,0.013774,0.232331,17.110609,0.015405,0.176169,16.77807,0.03356,0.124906
587730845814751351,277196613959548928,0.134647,0,19.396885,0.124143,0.468682,18.397709,0.026521,0.344852,17.987034,0.032798,0.250115,17.637735,0.034162,0.189655,17.750444,0.107953,0.134468
587730845814751386,277196613997297664,0.164807,0,21.008322,0.575762,0.453205,18.815523,1.261257,0.333464,17.592762,0.83056,0.241856,17.134333,0.53647,0.183392,16.772673,0.32449,0.130027
587730845814751852,277196613930188800,0.099952,0,19.614534,0.274692,0.470277,18.196859,0.042944,0.346025,17.560894,0.024346,0.250967,17.110197,0.029328,0.1903,16.964525,0.096532,0.134925
587730845814817439,277196613833719808,0.160662,0,20.208046,0.276694,0.444307,18.408628,0.027111,0.326917,17.171581,0.013121,0.237107,16.684784,0.013716,0.179791,16.321192,0.031149,0.127474
587730845814882431,277478042681475072,0.184944,0,20.608822,0.536511,0.391783,18.594532,0.038205,0.28827,17.280462,0.016282,0.209078,16.77491,0.017198,0.158537,16.440603,0.042019,0.112405
587730845814882932,277478042694057984,0.064599,0,18.854916,0.170155,0.337601,17.659615,0.079214,0.248403,17.375963,0.084713,0.180163,17.122187,0.08347,0.136612,17.205257,0.113869,0.09686
587730845814883103,277478042668892160,0.133246,0,19.153669,0.172828,0.37097,17.898537,0.026368,0.272956,17.089834,0.016085,0.197971,16.699852,0.018497,0.150115,16.499535,0.058303,0.106433
587730845814948742,277478042505314304,0.151951,0,19.843586,0.290791,0.324002,18.441017,0.038843,0.238398,17.42794,0.016417,0.172906,16.911545,0.020181,0.131109,16.662598,0.060904,0.092958
587730845815014016,277478042509508608,0.04891,0,18.608377,0.06306,0.351682,17.40439,0.010774,0.258764,16.837234,0.009491995,0.187678,16.484322,0.010829,0.14231,16.338011,0.029971,0.1009
587730845815144868,277478042358513664,0.08457,0,19.535282,0.120803,0.369151,17.756815,0.015748,0.271618,16.793327,0.012578,0.197,16.340723,0.013213,0.149379,16.028603,0.020595,0.105912
587730845815144914,277478042333347840,0.232976,0,20.369255,0.345313,0.328483,18.956791,0.047966,0.241695,17.683004,0.02176,0.175297,17.286171,0.022426,0.132922,17.082684,0.062861,0.094244
587730845815145036,277478042522091520,0.097463,0,19.685196,0.188412,0.319827,18.309736,0.025778,0.235326,17.88965,0.017219,0.170678,17.594296,0.028036,0.12942,17.448238,0.094409,0.09176
587730845815210505,277478042371096576,0.096094,0,18.856146,0.146864,0.331695,17.25375,0.016542,0.244058,16.451155,0.010683,0.177011,16.07391,0.011712,0.134222,15.771441,0.032397,0.095165
587730845815210515,277478042354319360,0.098542,0,20.021845,0.289295,0.333803,18.416065,0.130184,0.245609,17.831461,0.259395,0.178136,17.30295,0.219041,0.135075,17.259777,0.235999,0.09577
587730845815210590,277478042413039616,0.096737,0,19.352413,0.166118,0.340225,17.248543,0.013936,0.250335,16.285007,0.009662546,0.181564,15.877612,0.009659141,0.137674,15.546643,0.019168,0.097613
587730845815210696,277478042350125056,0.097314,0,21.640308,0.909275,0.354041,18.752323,0.035285,0.2605,17.710114,0.023012,0.188937,17.279247,0.021205,0.143265,16.897558,0.041001,0.101577
587730845815276072,277478042006192128,0.132229,0,19.537622,0.098816,0.385735,18.384836,0.017112,0.28382,17.657169,0.011424,0.20585,17.189606,0.012075,0.15609,16.936163,0.033596,0.11067
587730845815276187,277478042035552256,0.158495,0,20.267136,0.31248,0.378838,18.637468,0.034422,0.278745,17.510378,0.016743,0.202169,17.050293,0.017009,0.153299,16.702042,0.044325,0.108691
587730845815276190,277478042060718080,0.159715,0,19.399014,0.136706,0.352242,18.496296,0.030293,0.259177,17.798393,0.025177,0.187976,17.471041,0.023382,0.142537,17.228283,0.067092,0.10106
587730845815276290,277478042014580736,0.073292,0,19.175238,0.164702,0.361285,17.990095,0.026966,0.26583,17.355949,0.01623,0.192802,17.022816,0.023156,0.146196,16.70484,0.063168,0.103655
587730845815341197,277478041901334528,0.162712,0,20.613451,0.381519,0.356886,18.556501,0.028303,0.262593,17.246593,0.015769,0.190455,16.661764,0.020541,0.144416,16.580282,0.034742,0.102393
587730845815341325,277478041830031360,0.059401,0,18.651901,0.107173,0.357738,16.343779,0.071643,0.26322,15.336073,0.038469,0.190909,14.83063,0.025054,0.144761,14.477687,0.009501145,0.102637
587730845815406856,277478041670647808,0.133915,0,19.754168,0.225243,0.339213,18.281357,0.028595,0.249589,17.452772,0.016753,0.181023,17.080973,0.01954,0.137264,16.799353,0.054995,0.097322
587730845815406919,277478041683230720,0.110756,0,18.642679,0.050785,0.337712,17.531321,0.012181,0.248485,17.155272,0.011333,0.180222,16.867437,0.013658,0.136657,16.746037,0.032722,0.096891
587730845815406938,277478041674842112,0.058899,0,18.164248,0.084354,0.344108,16.225809,0.007129843,0.253191,15.290397,0.003836534,0.183635,14.876559,0.004218878,0.139245,14.519883,0.010981,0.098726
587730845815407206,277478041846808576,0.134722,0,20.205074,0.264921,0.345371,18.893042,0.04351,0.254121,17.819885,0.030996,0.18431,17.407837,0.027647,0.139756,16.907375,0.05473,0.099089
587730845815407225,277478041867780096,0.176613,0,21.062004,0.751683,0.345084,18.515455,0.037037,0.25391,17.181053,0.024965,0.184156,16.717293,0.021895,0.13964,16.310644,0.044713,0.099007
587730845815472222,277478041666453504,0.151366,0,20.926018,0.343942,0.351665,18.759909,0.024195,0.258752,17.693008,0.0129,0.187668,17.2488,0.013131,0.142303,16.878252,0.031519,0.100895
587730845815472413,277478041687425024,0.151227,0,20.019411,0.260122,0.374488,18.444332,0.210472,0.275545,17.537039,0.108934,0.199848,17.091887,0.025033,0.151539,16.808357,0.050838,0.107443
587730845815472716,277478041716785152,0.094808,0,20.061455,0.175375,0.356163,18.553288,0.024791,0.262061,17.655354,0.017656,0.190069,17.187847,0.014527,0.144123,16.869452,0.034504,0.102185
587730845815603801,277478041557401600,0.032778,0,19.317757,0.121539,0.386004,18.083694,0.019528,0.284018,17.507633,0.016906,0.205994,17.191004,0.020218,0.156199,17.011944,0.056519,0.110747
587730845815669136,277478041536430080,0.073383,0,19.68614,0.16107,0.385924,18.467356,0.024226,0.283959,17.708853,0.016843,0.205951,17.265318,0.0169,0.156166,16.941948,0.045171,0.110724
587730845815669145,277478041498681344,0.071899,0,20.573551,0.275253,0.400047,18.706535,0.025424,0.294351,17.796572,0.017922,0.213488,17.422976,0.017918,0.161881,17.090059,0.042262,0.114776
587730845815669298,277478041549012992,0.214297,0,21.501616,0.991021,0.410081,19.199015,0.32581,0.301734,17.754873,0.209109,0.218842,17.211699,0.163462,0.165942,16.951258,0.148852,0.117655
587730845815734654,277478041519652864,0.070182,0,18.823345,0.057566,0.436895,17.408016,0.008285934,0.321463,16.692911,0.006092718,0.233152,16.282026,0.006231246,0.176792,16.000526,0.016515,0.125348
587730845815799918,277759569294262272,0.032399,0,18.945816,0.09263,0.413572,18.196821,0.02956,0.304302,17.790972,0.028589,0.220706,17.554726,0.034498,0.167354,17.495998,0.092248,0.118656
587730845815800549,277759569285873664,0.224292,0,20.509306,0.385265,0.405907,19.103699,0.052876,0.298662,17.69471,0.021592,0.216615,17.156572,0.020223,0.164253,16.849426,0.049776,0.116457
587730845815865878,277759569160044544,0.071083,0,19.777161,0.107314,0.360396,18.034016,0.034677,0.265176,17.184904,0.06792,0.192328,16.773426,0.092358,0.145836,16.46413,0.058477,0.1034
587730845815866060,277759569122295808,0.137407,0,20.645918,0.489856,0.354084,19.043398,0.054266,0.260532,17.836222,0.016101,0.188959,17.389086,0.024888,0.143282,16.932499,0.060295,0.101589
587730845816062184,277759568933552128,0.22631,0,19.568544,0.30131,0.371947,18.920683,0.088057,0.273675,17.651566,0.038434,0.198492,17.27796,0.037518,0.15051,17.373457,0.152723,0.106714
587730845816062372,277759568954523648,0.137665,0,20.98641,0.337941,0.345724,18.960752,0.026601,0.25438,17.7992,0.012389,0.184498,17.376841,0.012922,0.139899,16.93446,0.031233,0.09919
587730845816062514,277759568820305920,0.187905,0,20.338737,0.392143,0.374059,18.795513,0.045218,0.275229,17.534628,0.018082,0.199619,17.054188,0.019131,0.151365,16.569231,0.045434,0.10732
587730845816062702,277759568774168576,0.225776,0,21.280447,0.554051,0.385142,19.503132,0.052017,0.283384,18.023577,0.022544,0.205534,17.449389,0.021523,0.15585,17.114603,0.047975,0.1105
587730845816127881,277759568803528704,0.040221,0,18.077862,0.105964,0.394737,16.840864,0.021233,0.290444,16.204889,0.037662,0.210654,15.776148,0.016606,0.159733,15.672878,0.055475,0.113253
587730845816128161,277759568786751488,0.044073,0,18.944792,0.170932,0.333669,17.768963,0.025689,0.245511,17.000065,0.017143,0.178065,16.582113,0.028236,0.135021,16.360769,0.076159,0.095732
587730845816128201,277759568799334400,0.28436,0,24.60247,8.043059,0.382712,19.959661,0.104339,0.281596,18.172956,0.026603,0.204237,17.636169,0.027297,0.154866,17.214243,0.065663,0.109802
587730845816193147,277759568476372992,0.052044,0,18.580841,0.11003,0.312692,17.251369,0.034102,0.230076,16.637085,0.08113,0.16687,16.264566,0.013363,0.126533,16.092964,0.045378,0.089713
587730845816193393,277759568430235648,0.085732,0,18.904249,0.146708,0.325999,17.628006,0.029742,0.239867,16.958567,0.060035,0.173972,16.58094,0.020818,0.131918,16.380774,0.054159,0.093531
587730845816258902,277759568463790080,0.159592,0,19.445078,0.097345,0.305524,18.376768,0.018048,0.224801,17.653763,0.012044,0.163045,17.188551,0.012653,0.123632,16.913017,0.036106,0.087657
587730845816259051,277759568472178688,0.205065,0,20.591566,0.320602,0.304825,18.636755,0.027761,0.224287,17.34857,0.016774,0.162672,16.904711,0.016468,0.123349,16.549229,0.03145,0.087456
587730845816324552,277759568316989440,0.060779,0,18.851271,0.098427,0.31632,17.148912,0.011626,0.232745,16.288475,0.010616,0.168806,15.875079,0.01486,0.128001,15.561807,0.020629,0.090754
587730845816390087,277759568115662848,0.088134,0,19.479418,0.212184,0.308898,18.225872,0.032107,0.227284,17.576281,0.022211,0.164846,17.17926,0.030549,0.124997,16.880777,0.071963,0.088625
587730845816455777,277759568124051456,0.13121,0,19.850216,0.199848,0.294517,18.336891,0.025192,0.216703,17.547802,0.016138,0.157171,17.08996,0.023875,0.119178,16.82358,0.049712,0.084499
587730845816520978,278041387859968000,0.06142,0,19.506626,0.121756,0.269542,17.987795,0.022714,0.198327,17.110394,0.023246,0.143843,16.760021,0.018975,0.109072,16.412348,0.03353,0.077333
587730845816520990,277759568132440064,0.061377,0,18.704025,0.071317,0.281343,17.221289,0.00960386,0.207009,16.469883,0.006407843,0.15014,16.075914,0.00695436,0.113847,15.820908,0.019046,0.080719
587730845816586433,278041387675418624,0.182987,0,19.534103,0.126057,0.255103,18.656937,0.027509,0.187702,17.847321,0.016667,0.136137,17.431599,0.01841,0.103229,17.111902,0.051135,0.073191
587730845816586609,278041387893522432,0.060591,0,19.021275,0.179588,0.273498,17.609369,0.024692,0.201237,17.085052,0.013297,0.145954,16.882673,0.025643,0.110673,17.02457,0.10553,0.078468
587730845816651974,278041387725750272,0.062403,0,18.477444,0.236248,0.239231,17.214779,0.160673,0.176024,16.563143,0.166696,0.127667,16.218307,0.152561,0.096806,16.018579,0.12354,0.068637
587730845816652275,278041387696390144,0.088648,0,19.121574,0.087077,0.224922,17.933826,0.017071,0.165496,17.221594,0.012671,0.120031,16.857494,0.01314,0.091016,16.584358,0.032453,0.064532
587730845816717710,278041387708973056,0.0927,0,20.216057,0.186627,0.261395,18.595039,0.0912,0.192332,17.643572,0.432695,0.139495,17.253222,0.040461,0.105775,16.99362,0.036996,0.074996
587730845816717720,278041387679612928,0.114703,0,18.776777,0.089038,0.258468,17.503441,0.013454,0.190178,16.79315,0.008937166,0.137933,16.446436,0.01054,0.10459,16.206959,0.031307,0.074156
587730845816717833,278041387507646464,0.177902,0,20.255346,0.285336,0.26937,18.765568,0.034689,0.1982,17.641212,0.018246,0.143751,17.201435,0.017772,0.109002,16.781153,0.043234,0.077284
587730845816717849,278041387528617984,0.167242,0,18.895647,0.074518,0.277923,17.697508,0.012781,0.204493,16.947596,0.008943979,0.148315,16.567163,0.009274439,0.112463,16.344229,0.026712,0.079738
587730845816783367,278041387532812288,0.062083,0,18.358784,0.108486,0.256127,16.668615,0.011267,0.188456,15.894645,0.006438351,0.136684,15.490864,0.008726853,0.103643,15.233718,0.024926,0.073484
587730845816848797,278041387587338240,0.093429,0,20.11684,0.203521,0.242132,18.17103,0.017827,0.178158,17.242462,0.012947,0.129215,16.820356,0.013026,0.09798,16.419899,0.028982,0.069469
587730845816914256,278041387377623040,0.088866,0,20.222738,0.166708,0.235657,18.255362,0.014926,0.173394,17.29879,0.009056503,0.12576,16.862099,0.009423682,0.09536,16.511625,0.021679,0.067611
587730845816914319,278041387339874304,0.088846,0,20.594042,0.240503,0.231681,18.763651,0.022067,0.170469,17.857798,0.012523,0.123638,17.399225,0.013357,0.093751,17.106642,0.037059,0.066471
587730845816914470,278041387411177472,0.142413,0,19.495848,0.194814,0.244336,18.041035,0.024577,0.17978,17.217897,0.015103,0.130392,16.810404,0.017017,0.098872,16.581682,0.05115,0.070101
587730845816979793,278041387365040128,0.089737,0,19.795931,0.160992,0.239054,18.060652,0.016141,0.175894,17.167446,0.009406149,0.127573,16.755007,0.010239,0.096734,16.450102,0.028013,0.068586
587730845816979987,278041387075633152,0.095527,0,19.882786,0.135305,0.263283,18.103966,0.014583,0.193721,17.125031,0.009136653,0.140503,16.710232,0.008961255,0.106539,16.344112,0.021106,0.075537
587730845817045512,278041387016912896,0.058208,0,19.433371,0.08903,0.229814,17.627409,0.013071,0.169095,16.733772,0.010206,0.122642,16.302824,0.010051,0.092995,15.988545,0.016882,0.065935
587730845817111091,278041387033690112,0.17415,0,21.239004,0.731425,0.215213,18.768099,0.037286,0.158352,17.79818,0.021235,0.11485,17.321211,0.022603,0.087087,17.026937,0.056342,0.061746
